rating,num_reviews,name,tags,directions,ingredients
,,Tequila Sunrise,"Cinco de Mayo cocktails,grenadine,Holidays & Themes,orange,orange juice,Summer Coolers,Tequila","Place 3–4 ice cubes in a collins or highball glass. Pour in tequila, then orange juice, and finally the grenadine. Do not stir, let the grenadine settle to the bottom of the glass. This will create the “sunrise” effect. Garnish with an orange slice.","[(u'1 \xbd', u'tequila', 'oz'), (u'4\u20136', u'orange juice', 'oz'), (u'\xbd', u'grenadine', 'oz'), (None, u'Orange slice for garnish', None)]"
,,Tequila Tangerine Dream,"Cinco de Mayo cocktails,club soda,Holidays & Themes,lavender,muddle,recipe,silver tequila,simple syrup,sparkling,summer,Summer Cocktails,Summer Coolers,tangerine,Tequila",,
,,Tequila Sunset,"agave nectar,blanco,Cabo Wabo,Cinco de Mayo cocktails,Framboise Liqueur,Holidays & Themes,lemon,lemon juice,pomegranate,Pomegranate juice,soda,Tequila,tequila blanco","Place Cabo Wabo, lemon juice, and agave nectar in a shaker with ice, shake vigorously and strain over fresh ice into a Collins glass. Stir in soda water, and top with framboise and pomegranate. Mix into drink and serve with a lemon twist.","[(u'1 \xbd', u'Cabo Wabo blanco tequila', 'oz'), (u'1', u'pomegranate juice', 'oz'), (u'\xbd', u'framboise (raspberry) liqueur', 'oz'), (u'\xbe', u'fresh lemon juice', 'oz'), (u'\xbd', u'agave nectar', 'oz'), (u'3', u'soda water', 'oz'), (None, u'Lemon twist (garnish)', None)]"
,,Tequila Romero,"honey,hot cocktails,Hot Drinks,hot toddy,National Hot Toddy Day,rosemary,sweet vermouth,Tequila,Tequila Revolucion,winter cocktails,winter drinks",,
,,Tequila Cocktail,"angostura,Cinco de Mayo cocktails,grenadine,lemon juiceg,Tequila","Combine ingredients in a shaker filled with ice, shake and strain into a chilled martini or cocktail glass.","[(u'1 \xbd', u'tequila', 'oz'), (u'\xbd', u'lemon juice', 'oz'), (u'\xbc', u'grenadine', 'teaspoon'), (None, u'Dash angostura bitters', None)]"
,,Tennessee,"July 4th Drinks,lemon juice,maraschino liqueur,whisky","Combine ingredients in a shaker filled with ice, shake, and strain into a chilled martini or cocktail glass.","[(u'2', u'whisky', 'oz'), (u'1', u'maraschino liqueur', 'oz'), (None, u'1oz lemon juice', None)]"
,,Tequila Ghost,"Anise Liqueur,club soda,Halloween,lemon juice,Tequila","Combine tequila, anise, and lemon juice in a shaker with ice. Shake well. Strain into a highball glass over ice. Top with a splash of club soda.","[(u'2', u'tequila', 'oz'), (u'\xbd', u'anise liqueur (e.g., Sambuca or Pernod)', 'oz'), (u'\xbd', u'lemon juice', 'oz'), (None, u'Club soda', None)]"
,,Tea-quila Toddy,"agave nectar,blanco,christmas,cilantro,cinnamon stick,cloves,Holiday Drinks,Holidays,Hot Drinks,tea,Tequila. Cabo Wabo","Heat water in a sauce pan or tea kettle until hot, but be careful not to boil. Remove from heat, add one tea bag and three cloves, and steep for 2–3 minutes. In a large glass tea cup, combine Cabo Wabo Tequila with a cinnamon stick, one clove, cilantro and orange slice. Remove tea bag from the hot tea, and pour into mug.","[(None, u'1 hibiscus tea bag\n', None), (None, u'Agave nectar to taste\n', None), (None, u'Cinnamon stick\n', None), (None, u'Fresh cilantro or basil\n', None), (None, u'3\u20136 cloves\n', None), (u'2', u'Cabo Wabo tequila blanco', 'oz'), (u'8', u'water', 'oz')]"
,,Tea for Toronto,"Earl Grey tea,Grey Goose,lavender sirop,lemon juice,mineral water,orgeat sirop","Blend all the ingredients (with the exception of the tea bag) in a teapot. Place in the fridge for two hours.,
Add a dry ice cube into the teapot then pour into a teacup containing the tea bag.,
Macerate to your taste and remove the bag.","[(u'2', u'GREY GOOSE La Poire', 'parts'), (u'1', u'freshly squeezed lemon juice', 'part'), (u'1', u'lavender sirop', 'part'), (None, u'1 bar spoon of orgeat sirop\n', None), (u'\xbd', u'mineral water', 'part'), (None, u'1 Earl Grey tea bag', None)]"
,,Taming of the Shrew,"absinthe,hendricks gin,Las Vegas,lime wedge,mint leaves,THIS WEEK'S DRINK",,
,,Tangerine Rose,"bitters,fruit juice,Holidays & Themes,lime juice,Peychaud's bitters,Purity Vodka,rose,rosewater,tangerine juice,Valentine's Day,Valentine's Day Cocktails,Vodka","Add all ingredients to a cocktail shaker with ice, shake and strain into a chilled cocktail glass. Garnish with a pink rose petal.,*To make rose syrup, boil water and remove from heat.  Add one heaping tablespoon of dried rose petals for each quart of water boiled and let steep for five minutes.  Strain rose petals from the water and mix with equal parts of sugar until dissolved","[(u'2', u'Tangerine-infused Purity Vodka', 'oz'), (u'1', u'fresh-squeezed tangerine juice', 'oz'), (u'.5', u'fresh-squeezed lime juice', 'oz'), (u'.25', u'rose syrup*', 'oz'), (u'3', u'Peychaud\u2019s bitters', 'dashes'), (None, u'3 drops of rosewater', None)]"
,,Taxi,"absolut,coffee drinks,coffee liqueur,flavored vodka,Kahlua,orange vodka,shot,Stoli,tangerine vodka,Tia Maria,Vodka","Combine ingredients in a mixing glass filled with ice, stir and strain into a shot glass or an old fashioned glass filled with ice.","[(u'\xbd', u'Stoli Oranj vodka or Absolut Tangerine vodka', 'oz'), (u'\xbd', u'coffee liqueur (Kahl\xfaa or Tia Maria)', 'oz')]"
,,Tall Tale,"agave nectar,blackberry,cucumber,ginger beer,lemon juice,Spring cocktails,Tequila","Muddle cucumber and blackberries in a mixing glass. Add tequila, lemon juice, agave nectar and ice. Shake and strain into a tall glass with ice. Top with ginger beer and stir. Garnish with cucumber wheel.","[(u'2', u'Camarena Silver Tequila', 'oz'), (u'1', u'Lemon Juice', 'oz'), (u'1/2', u'Agave Nectar', 'oz'), (None, u'2 Cucumber Wheels\n', None), (None, u'2 Blackberries\n', None), (u'2', u'Ginger Beer', 'oz')]"
,,Tamarindo Margarita,"chili powder,Cinco de Mayo cocktails,lime juice,margarita,orange juice,silver tequila,sugar,tamarindo puree,Tequila,Tequila Avión","Rim glass with coarse salt and chili powder,
Lime wheel and tamarindo peel for garnish","[(u'2', u'Tequila Avi\xf3n Silver', 'oz.'), (u'1/2', u'lime juice', 'oz.'), (u'1/2', u'orange juice', 'oz.'), (u'1/2', u'tamarindo puree', 'tsp.'), (u'1', u'sugar', 'tsp.')]"
,,Take Me Out To The Moneyball-game,"Amaretto,Bourbon,Frangelico,fruit juice,golden globes,hollywood,lemon juice,Liqueurs,movies,salt,soda water,Whiskey,Wild Turkey",,
,,Take Me Out to the Ballgame,"Amaretto,baseball,Frangelico,lemon juice,salt,soda water,Wild Turkey 101",,
,,Tailgate Toddy,"Bourbon,cinnamon,cloves,football cocktails,football drinks,Holidays & Themes,Labor Day Drinks,lemon slice,Maker's Mark,Sports,sugar,Superbowl,THIS WEEK'S DRINK",Measure all ingredients into a heat proof mug or glass. Place teaspoon in glass; add boiling water to fill glass (teaspoon prevents glass from breaking when boiling water is added). Stir mixture and serve immediately.,"[(u'1', u'Maker\u2019s Mark Bourbon', 'part'), (u'\xbd', u'sugar', 'tsp'), (None, u'2 whole cloves\n', None), (None, u'1 small cinnamon stick\n', None), (None, u'1 lemon slice ', None)]"
,,Taboo,"cranberry juice,flavored vodka,Halloween,maraschino cherry,pineapple,pineapple vodka,sour mix,Triple Sec,Vodka","Combine vodka, triple sec, cranberry juice and sour mix in a blender with one cup ice, blend 15–20 seconds until smooth and serve in a collins or highball glass. Garnish with pineapple wedge and maraschino cherry.","[(u'1 \xbd', u'vodka or pineapple-infused vodka', 'oz'), (None, u'Splash triple sec\n', None), (u'\xbd', u'cranberry juice', 'oz'), (u'\xbd', u'sour mix', 'oz'), (None, u'Pineapple wedge\n', None), (None, u'Maraschino cherry', None)]"
,,Swing State Spritzer,"blueberries,club soda,Election Day,grenadine,low calorie drinks,Political Cocktails,Skinnygirl Bare Naked Vodka","Mix all ingredients except club soda,
Pour over ice, top with a splash of club and enjoy","[(u'2', u'Skinnygirl Bare Naked Vodka', 'parts'), (None, u'5 muddled blueberries\n', None), (None, u'Dash of grenadine\n', None), (None, u'Club soda\n', None)]"
,,Sweet and Spooky Creamsicle,"Halloween Drinks,Orange Mango Sparkling ICE,vanilla flavored vodka",Combine all ingredients in a shaker with ice. Shake and strain into a chilled martini glass. Serve with candy corn and rock candy swizzle stick.,"[(u'1.5', u'Vanilla flavored vodka', 'oz'), (u'3.5', u'Orange Mango Sparkling ICE', 'oz')]"
,,Sweet Dreams,"caramel syrup,Patron,Patron XO Cafe,Tequila,Ultimat Vodka,Vodka","Shake all ingredients with ice, strain into a cocktail glass. Garnish with a caramel rim.","[(u'2', u'Patr\xf3n XO Cafe Dark Cocoa', 'oz'), (u'3/4', u'Ultimat Vodka', 'oz'), (u'1', u'caramel syrup', 'oz')]"
,,Swedish Kiss,"h2o cocktails,Purity Vodka,Valentine's Day Cocktails,Vodka,water,water cocktails,white creme de cocoa","Add ingredients (except for foam) to a mixing glass and stir until ice cold. Dispense one inch of foam* into bottom of a chilled coupe and then strain liquid on top. Top with white froth, garnish with a strawberry.,* editors note. not 100% sure how to do the foam? Let us know in the comments if you do.","[(u'2', u'Purity Vodka', 'oz'), (u'.5', u'water', 'oz'), (u'.75', u'Bols White Cacao Foam*', 'oz')]"
,,Sweet & Salty,Rum,"Fill a pint glass to the top with ice. Cut lemon in half and squeeze half of the lemon into the glass coating the ice. Pour your shot in and then fill the glass ? with Squirt. Pour in a little Coke—just enough to change the color of the drink to light brown. Put salt on the other half of the lemon and salt the rim, then squeeze the lemon into the drink. Add a couple shakes of salt directly into the drink, stir a little, and enjoy!","[(u'1 \xbd', u'white Bacardi rum (or your favorite rum)', 'oz'), (None, u'1 lemon\n', None), (None, u'Salt\n', None), (None, u'Coke\n', None), (None, u'Squirt', None)]"
,,Swedish Sun Cocktail,"earth day,Purity Vodka,rhubarb,simple syrup,Spring cocktails,strawberries,Vodka,water","Muddle rhubarb and strawberries. Add remaining ingredients and ice to a shaker and shake hard until lice cold. Double-strain, garnish with strawberry and rhubarb.","[(u'3', u'Purity Vodka', 'oz'), (None, u'4-6 pieces rhubarb\n', None), (None, u'2-3 strawberries\n', None), (u'1', u'water', 'oz'), (u'0.25', u'simple syrup', 'oz')]"
,,Swamp Thing,"Halloween,Halloween Drinks,lime juice,Patron Tequila,The Perfect Puree Coconut,Zen Green Tea Liqueur",Combine all ingredients into a cocktail shaker filled with ice. Shake vigorously for 10 seconds. Strain into a cocktail glass and serve.,"[(u'1', u'Patron Tequila', 'oz.'), (u'1 \xbd', u'Zen Green Tea Liqueur', 'oz.'), (u'2', u'The Perfect Pur\xe9e Coconut', 'oz.'), (u'\xbd', u'fresh lime juice', 'oz.')]"
,,Swamp Thing,"black cocktails,black vodka,Blood orange,Halloween,Holidays,lime,mint,muddled,recipe,Vodka","Put the blood orange slices and mint leaves in a glass and muddle them. Add a squirt of lime and a small sprinkling of powdered sugar. Put ice and black vodka in a cocktail shaker to cool, pour over the mixture and stir gently. Garnish with a lime slice.","[(None, u'\xbd a blood orange (sliced with peel and pith removed)\n', None), (None, u'Sprig of mint leaves\n', None), (None, u'2 lime slices\n', None), (None, u'Powdered sugar\n', None), (u'2', u'black vodka', 'oz'), (None, u'Ice', None)]"
,,Super Bowl XLIV Cocktail: Who Dat Highball,"Apple,Cognac,collins,football drinks,highball,lemon,Mardi Gras Cocktails,New Orleans,recipe,saints,sparkling,Super Bowl,syrup,who dat nation","Fill highball glass with ice. Pour in cognac and syrup. Top off with club soda and garnish with a lemon wheel.,*Apple-lemon syrup:,
(enough for 10 cocktails),1 ½ cups water,
1 apple–cored, peeled and cut into pieces,
zest of half a lemon (just the peel, no white pith),
1 cup sugar,Combine all ingredients in a saucepan and boil. Strain out solids and pour the syrup into a container. Cool syrup and refrigerate. To make syrup last longer, add a 1/2 oz of vodka.","[(u'2', u'cognac', 'oz'), (u'1', u'apple-lemon syrup', 'oz'), (None, u'club soda', None)]"
,,Super Bowl XLIV Cocktail: The Blue Stampede,"blanco,blue cocktails,blue curacao,blue stampede,colts,football,football drinks,Herradura,indianapolis,recipe,Super Bowl,Tequila",Pour into cocktail shaker filled with ice. Strain into rocks glass. You can make a bigger batch by multiplying all ingredients by 8 and combining in a punch bowl.,"[(u'1 \xbd', u'Herradura Blanco', 'ounces'), (u'2', u'fresh lime juice', 'ounces'), (u'1', u'agave nectar', 'ounce'), (u'\xbd', u'blue cura\xe7ao', 'ounce')]"
,,Supernatural Sip,"absinthe,Black Sambucca,coconut milk,golden globes,hollywood,Lucid,movies,TV Themed Drinks,White Creme de Cacao",,
,,Super Bowl Buster,"absolut,club soda,egg,egg whites,football drinks,lemon,lemon juice,mandarin vodka,soda,sugar,Super Bowl,Vodka","Add all ingredients except soda to a mixing glass, and shake vigorously, and then add ice and shake again. Strain shaker into a highball and top with Club soda. Garnish with an orange zest (optional).","[(u'2', u'Absolut Mandarin vodka', 'parts'), (u'\xbd', u'lemon juice', 'part'), (u'\xbd', u'superfine or powdered sugar', 'tablespoon'), (None, u'1 egg white\n', None), (u'2', u'club soda', 'parts')]"
,,Sunset Twist,"Absolut Brooklyn,Absolut vodka,fruit juice,highball,Malibu Tropical Banana,orange juice,Summer Coolers,Vodka",Build over ice in a rocks glass. Top with orange juice and garnish with an orange twist.,"[(u'1 \xbd', u'Absolut Brooklyn vodka', 'parts'), (u'\xbd', u'Malibu Tropical Banana rum', 'part'), (None, u'Orange juice', None)]"
,,Summer Solstice Smash,"Cognac,fresh fruit cocktails,lemon,nectarine,Peach Liqueur,smash,Summer Cocktails,Summer Coolers,tangerine","Muddle the nectarine, lemon, and tangerine at the bottom of your shaker. Add ice, liqueur, simple syrup, cognac and mint (slap the mint first), then shake. Pour into an old-fashioned glass filled with crushed ice.","[(None, u'\xbd yellow nectarine\n', None), (None, u'1 lemon wedge\n', None), (None, u'1 tangerine wedge\n', None), (None, u'4 chocolate mint leaves\n', None), (u'\xbd', u'peach liqueur', 'oz'), (u'1', u'cognac', 'oz.'), (u'\xbd', u'simple syrup', 'oz')]"
,,Summer Solstice,"Angostura bitters,grapefruit juice,rosemary,Summer Cocktails,Wild Turkey American Honey","Combine American Honey, grapefruit juice and bitters in a tumbler with ice and stir. Strain into a Collins glass filled with ice. Garnish with a sprig of rosemary.","[(u'3', u'Wild Turkey American Honey liqueur', 'oz.'), (u'6', u'fresh squeezed grapefruit juice', 'oz.'), (u'2', u'angostura bitters', 'dashes'), (None, u'1 sprig rosemary', None)]"
,,Summer Soiree,"fruit juice,Ginger Liqueur,guava juice,Liqueurs,orange bitters,Rum,Summer Cocktails,Summer Coolers,Tropical Drinks,Zacapa Rum",,
,,Summer of Picasso,"Celery Puree,ginger,Mezcal,strawberry puree,Summer Cocktails,sweet & sour mix","Combine all ingredients into a small shaker cup, add 5 ice cubes and generously shake. Strain into martini glass and add celery stick and lemon twist garnishes. Sip and enjoy","[(None, u'2oz Scorpion Silver Mezcal\n', None), (None, u'.75oz Ginger Infused Sour Mix\n', None), (None, u'.5oz Celery Pur\xe9e\n', None), (None, u'1.25oz Strawberry pur\xe9e\n', None), (None, u'Garnish:\n', None), (None, u'Celery Stick and Oversized lemon twist\n', None)]"
,,Summer Slush,"7-Up,Brandy,lemon lime soda,lemonade,orange juice,punch,sugar,Summer Coolers,tea bag,Tequila,Vodka,Whiskey",Boil tea bags with two cups of the water. Set aside and let cool. Boil the remaining 7 cups of water with 2 cups of sugar. Bring to boil and remove from heat. Set aside and let cool to room temperature. Once sugar mixture is cool add the orange juice and the lemonade. Add water from the tea and squeeze tea bags. Add vodka or gin. Stir together and freeze over night. Serve in a highball and top with about 2 oz of 7 Up. Makes 40–50 drinks.,"[(u'1', u'brandy or vodka', 'cup'), (u'9', u'water', 'cups'), (None, u'4 Lipton tea bags\n', None), (u'2', u'sugar', 'cups'), (None, u'1 can frozen orange juice (thawed)\n', None), (None, u'1 can frozen lemonade (thawed)\n', None), (None, u'2 six packs 7 Up', None)]"
,,Summer Chiller,"Bailey's Irish Cream,coffee drinks,ice cream,iced coffee,Liqueurs,mint,Summer Coolers,THIS WEEK'S DRINK",,
,,Sultry Samantha,"apple cider,cinnamon,lemon juice,prairie organic vodka,Sex and the City cocktails,simple syrup,Vodka","Shake with ice and strain over fresh ice in a highball or cocktail glass. Garnish with an apple slice or cinnamon stick.,*Simple syrup: 1 part water & 2 parts organic cane sugar brought to a boil in a sauce pan and cooled.","[(u'2', u'Prairie organic vodka', 'oz'), (u'2', u'fresh apple cider', 'oz'), (u'25', u'fresh lemon juice', 'oz'), (u'5', u'simple syrup', 'oz')]"
,,Sugar & Spice Martini,"apple cider,Brown Sugar Simple Syrup,christmas,Gin,holiday cocktails,Holiday Drinks,Martin Miller's Gin,orange,simple syrup",Shake with ice. Serve in a martini (cocktail) glass that has been rimmed with a mixture of cinnamon and superfine sugar.,"[(u'2', u""Martin Miller's gin"", 'oz'), (u'2', u'Apple Cider', 'oz'), (u'\xbe', u'fresh orange', 'oz'), (None, u'Splash of brown sugar simple syrup', None)]"
,,Strawberry Tarragon Cocktail,"garden cocktails,Gin,hendrick's,lemon,simple syrup,strawberry,Summer Cocktails,tarragon","Muddle the berries, tarragon, and simple syrup in a cocktail shaker. Add gin and lemon juice. Shake with ice and strain into a cocktail glass. Garnish with a strawberry, if desired.,*You can use any gin you like, but I personally think that in this case the botanical profile of Hendrick’s played a big part in the balance of the drink.,
** The amount of simple syrup in this recipe is based on the fresh-from-the-garden berries I had available to me. Store berries are often less sweet, so you may have to add another berry or another splash of syrup to taste.","[(u'1 1/2', u'gin, preferably Hendricks*', 'oz'), (None, u'3 sprigs fresh tarragon\n', None), (u'1', u'fresh lemon juice', 'oz'), (u'1/2', u'simple syrup**', 'oz'), (None, u'3 strawberries**', None)]"
,,Sugar Cookie,"brown sugar,Christmas cocktails,cookie themed drinks,holiday cocktails,Holidays & Themes,Partida,Tequila",,
,,Strawberry Pisco Sour,"cocktail foam,DIY,DIY Cocktails,egg whites,lemon juice,meyer lemon,orange flower,orange flower water,pisco,pisco porton,Spring Drinks,strawberry,strawberry syrup,THIS WEEK'S DRINK",,
,,Strawberry Lemon Drop,"cherry juice,grenadine,lemon,Shots,strawberry,strawberry vodka,sweet & sour mix,sweet and sour,THIS WEEK'S DRINK,Vodka",Combine in shaker over ice. Mix well and serve in a chilled cocktail glass (rimmed with sugar) or as a shot!,"[(u'2', u'Stoli strawberry vodka', 'oz'), (u'1', u'sweet & sour mix', 'oz'), (None, u'Splash of grenadine or cherry juice', None)]"
,,Strawberry Kir,"Champagne,Hiram Walker,sparkling wine,strawberry,strawberry liqueur,Valentine's Day Cocktails",Serve in a champagne flute and garnish with a fresh strawberry.,"[(u'1', u'Hiram Walker cr\xe8me de strawberry liqueur', 'part'), (u'4', u'chilled champagne', 'parts')]"
,,Strawberry Ginger Martini,"Gin,Ginger Liqueur,lime,strawberry","Crush/muddle strawberries in a shaker. Add ice, lime, gin and Domaine de Canton. Shake well and serve in chilled martini glass.","[(u'2', u'Canton ginger liqueur', 'oz'), (u'1', u'gin', 'oz'), (None, u'3 medium sized, or 2 large, strawberries (muddled)\n', None), (None, u'\xbc squeeze of lime', None)]"
,,Strawberry Ginger Martini,"Domaine de Canton,Ginger Liqueur,lemon,lime,martini,Mixology Monday,recipe,strawberry,Summer Cocktails,Summer Coolers,Vodka","Muddle the strawberries in a Boston Shaker with the juice of one lemon or lime wedge. Add 5–6 ice cubes, the vodka (or gin if that is you inclination) and ginger liqueur. Shake well and strain into a chilled martini glass. Garnish with a slice of strawberry.","[(u'2', u'Domaine de Canton ginger liqueur', 'parts'), (u'1', u'vodka', 'part'), (None, u'2\u20133 strawberries\n', None), (None, u'Lemon or lime juice', None)]"
,,Strawberry Cheesecake,"cranberry juice,dessert cocktails,flavored vodka,grenadine,Stoli,sweet drinks,vanilla vodka,Vodka",Mix all ingredients in a shaker with ice. Shake well to chill. Strain in to a large shot glass.,"[(u'\xbd', u'Stoli Vanil vodka', 'oz'), (u'\xbd', u'cranberry juice', 'oz'), (u'\xbd', u'grenadine', 'oz')]"
,,Stoop Party,"Absolut Brooklyn,Absolut vodka,cranberry juice,ginger ale,highball,Vodka",Build over ice in highball glass. Garnish with a lime wedge.,"[(u'1', u'Absolut Brooklyn vodka', 'part'), (u'1', u'cranberry juice', 'part'), (u'1', u'ginger ale', 'part')]"
,,Strawberry Basil Mojito,"basil,Mixology Monday,mojito,muddled,recipe,Rum,simple syrup,sparkling,Spring cocktails,Spring Drinks,strawberry,strawberry basil mojito,Summer Cocktails,Summer Coolers,THIS WEEK'S DRINK,white rum",Slice the strawberries and place at the bottom of a tall glass along with the basil leaves. Pour in the simple syrup and muddle the mixture. Stir in the rum and top with crushed ice. Top off with club soda and garnish with strawberry slices.,"[(None, u'3 fresh strawberries\n', None), (None, u'3\u20135 fresh basil leaves\n', None), (u'2', u'simple syrup', 'oz'), (u'2', u'white rum', 'oz'), (None, u'crushed ice\n', None), (None, u'club soda', None)]"
,,Summer Gin Punch,"Beefeater Gin,club soda,Gin,Gomme syrup,lemon,maraschino liqueur,orange,pineapple,punch,raspberry,recipe,soda,soda water,sparkling,Summer Cocktails,Summer Coolers","Build all ingredients in a mixing glass over ice, then transfer contents into a punch cup.","[(u'2', u'gin', 'parts'), (u'\xbd', u'maraschino liqueur', 'part'), (u'\xbd', u'water', 'part'), (u'\xbc', u'Gomme syrup', 'part'), (u'\xbc', u'fresh lemon juice', 'part'), (u'\xbd', u'fresh orange juice', 'part'), (None, u'1 lemon twist\n', None), (None, u'1 orange twist\n', None), (None, u'2 fresh raspberries\n', None), (None, u'2 chunks of diced pineapple\n', None), (u'1', u'soda', 'part')]"
,,Stinger,"Brandy,Creme de Menthe,Father's Day Drinks,white creme de menthe",Combine ingredients in shaker with 1 cup of crushed ice. Shake well. Strain into a chilled cocktail glass.,"[(u'1 \xbd', u'brandy', 'oz'), (u'\xbe', u'white cr\xe8me de menthe', 'oz')]"
,,Steelers Squeeze,"Absolut Wild Tea,football drinks,lemon juice,mint,Pernod-Ricard,ricard,simple syrup,soda water,Super Bowl,Vodka",Build over ice in a highball glass. Garnish with a sprig of mint.,"[(u'2', u'Absolut Wild Tea vodka', 'part'), (u'\xbe', u'lemon juice', 'part'), (u'1', u'simple syrup', 'part'), (u'\xbc', u'Pernod Ricard', 'part'), (u'3', u'soda water', 'parts')]"
,,Star Spangled Punch,"chilean pisco,Dave Wondrich,July 4th Drinks,lemon,lemon juice,mixologists,pisco,punch,star fruit,sugar","Muddle the lemon peels and the sugar together and let sit for at least 90 minutes. Muddle lemon and sugar again and stir in the lemon juice. Add the pisco and the water and stir. Keep refrigerated until ready to serve. Before serving, cut star fruit into ¼ to ½ inch slices. To serve, pour into a 1 gallon/4-liter Punch bowl with a 1-quart/1-liter sized block of ice in it and float star fruit slices. Serves 12 people.","[(None, u'The peel of 3 lemons, each cut in a \xbd inch/15 mm wide spiral with a vegetable peeler\n', None), (None, u'\xbe cup/180 ml sugar\n', None), (None, u'\xbe cup/180 ml fresh-squeezed, strained lemon juice\n', None), (None, u'1 750-ml bottle Chilean Pisco\n', None), (None, u'1 quart/1 liter cold water\n', None), (None, u'1 star fruit', None)]"
,,Steelers Cider,"allspice,apple cider,cinnamon stick,cloves,football drinks,lemon,Maker's Mark,Super Bowl","Combine Maker’s Mark bourbon and apple cider in a pot. Add the thinly sliced lemon (with rind), cloves, allspice, and cinnamon sticks. Heat to boiling and serve. Garnish with a cinnamon stick.","[(u'1', u'Maker\u2019s Mark', 'cup'), (u'4', u'apple cider', 'cups'), (None, u'1 thinly-sliced lemon\n', None), (None, u'6 cloves\n', None), (u'\xbd', u'ground allspice', 'tsp'), (None, u'2 small sticks of cinnamon', None)]"
,,Stars and Stripes,"agave nectar,Bloody Mary Mix,blueberries,Fourth of July cocktails,Hornistos Resposado Tequila,Hornitos Anejo Tequila,lime juice","Stars,
Muddle blueberries and lime juice in a glass. Add tequila and agave nectar. Add ice and shake vigorously. Strain into shot glass.,
Stripes,
Shake and serve in shot glass half rimmed with a salt, pepper and cayenne mixture.","[(None, u'Stars:\n', None), (u'1.5', u'Hornitos\xae Anejo Tequila', 'parts'), (u'\xbd', u'Agave Nectar', 'part'), (u'\xbd', u'Lime Juice', 'part'), (None, u'6-8 Blueberries\n', None), (None, u'Stripes:\n', None), (u'2', u'Hornitos\xae Reposado Tequila', 'parts'), (u'1.5', u'Bloody Mary Mix', 'parts'), (u'\xbd', u'lime juice', 'part')]"
,,St. Patrick’s Day Irish Whiskey Cocktails,"absinthe,ginger ale,Holidays,Irish whiskey,sour apple schnapps,St. Patrick's Day Drinks",,
,,St. Patricks Day Drinks (part 2),"Holidays,Liqueurs,Midori,Skyy Infusions Citrus,St. Patrick's Day Drinks,Vodka,Whiskey",,
,,St. Patrick’s Day Drinks (part 1),"Gin,Holidays,Rum,St. Patrick's Day Drinks,Tequila,Vodka,Whiskey",,
,,Spring-Time Manhattan,"bitters,Bourbon Whisky,ginger syrup,Liqueurs,Maker's Mark,Maurin Quina Liqueur,Memorial Day Drinks,orange marmalade,Peychaud's bitters,Spring cocktails,Spring Drinks",,
,,St. Francis Cocktail,"dry vermouth,Gin,Junipero Gin,olive,orange bitters",Stir 2–3 oz of gin with a dash each of vermouth and orange bitters in a mixing glass over ice. Strain into a chilled cocktail glass. Garnish with mixed olives.,"[(None, u'Junipero gin\n', None), (None, u'Dry vermouth\n', None), (None, u'Orange bitters', None)]"
,,Spring Shiso,"Bombay Sapphire,cucumber,Gin,lemon juice,Shiso Leaves,simple syrup,Spring cocktails","Line glass with cucumber strip. Then muddle Cucumber and Shiso in a pint glass. Then combine all other ingredients, add 5 ice cubes and shake well. Strain all ingredients over new ice. Finally add Shiso Leaf.","[(u'2', u'Bombay Sapphire Gin', 'oz'), (None, u'3 Shiso Leaves\n', None), (None, u'1 inch cut English Seedless Cucumber\n', None), (None, u'1/2oz Fresh Lemon Juice\n', None), (None, u'1/2oz Simple Syrup\n', None), (None, u'Glass: Collins\n', None), (None, u'Garnish: Thin cucumber Strip lined in glass and Shiso leaf atop', None)]"
,,Spring Melon,"easter,easter cocktails,easter drinks,fruit juice,lime,lime juice,Liqueurs,Midori,Midori Melon Liqueur,Spring cocktails,Spring Drinks,Vodka,VOGA,Voga sparkling wine,Voga Wine","In a shaker, combine ice, vodka and lime juice. Stir gently and strain into a chilled rocks glass. Top with VOGA Sparkling and garnish with lemon or lime slice.","[(u'2 \xbd', u'Voga Sparkling', 'oz'), (u'1', u'vodka', 'oz'), (u'1', u'Midori melon liquor', 'oz'), (None, u'Lime juice from 1 lime', None)]"
,,Spring Fling,"club soda,cucumber,lemon,lemon juice,mint,mint leaves,spring,Spring Drinks,Vodka","In a large pitcher combine the sugar, mint lemons and cucumber. Add the vodka and lemon juice and let stand for 30 min. Stir to dissolve the sugar, then chill for another 30 min. When ready to serve add the club soda and serve in rocks glasses filled with ice.","[(u'1', u'fresh mint leaves', 'cup'), (None, u'2 lemons (sliced into rounds)\n', None), (None, u'1 cucumber (sliced into rounds)\n', None), (u'2', u'vodka', 'cups'), (u'2', u'fresh lemon juice', 'cups'), (u'2', u'club soda', 'cups')]"
